reg_time,reply,press,title,url
2020-02-10T11:58:12Z,뭔댓글이다정치공작이지..씁쓸하네 수상축하드립니다,한겨레,"‘기생충’, 한국영화 최초로 아카데미 각본상 수상",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=103&oid=028&aid=0002484573
2020-02-10T11:57:07Z,아 벅차다!!!!,한겨레,"‘기생충’, 한국영화 최초로 아카데미 각본상 수상",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=103&oid=028&aid=0002484573
2020-02-10T11:50:43Z,봉준호 감독님 대단합니다 ㅎㅎㅎ 조국이 무슨 짓을 했는지 조국 실사판을 영화로 보여주셨으니 그리고 그걸 전세계에 알려주셔서 너무 감사해요.ㅋㅋㅋ조국을 위한 조국에 의한 조국에게 바치는 영화 ㅋㅋㅋ 기.생.충 = 조.국,한겨레,"‘기생충’, 한국영화 최초로 아카데미 각본상 수상",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=103&oid=028&aid=0002484573
2020-02-10T11:48:39Z,진짜 축하할 일이다. 한편으로 씁슬한 것은 한국이라는 로컬영화가 글로벌영화로 발돋음한 소재가 빈부격차이다. 그리고 이 빈부격차의 주범이 속칭 보수라는 것이다. 그 보수가 아직도 기득권의 지원을 받아 득세를 하고 있는 한국의 현실이다. 헬조선은 우매한 어르신들 덕에 진행형이다.,한겨레,"‘기생충’, 한국영화 최초로 아카데미 각본상 수상",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=103&oid=028&aid=0002484573
2020-02-10T11:47:53Z,대한민국 국민이라 자랑스러운일들이 많네요~ 봉준호 감독님께도 감사합니다~,한겨레,"‘기생충’, 한국영화 최초로 아카데미 각본상 수상",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=103&oid=028&aid=0002484573
2020-02-10T11:47:51Z,현 문재인 정권을 보여준 영화..... 조국은 공문서위조로 아들.딸 대학원까지 보냈지 ... 그래서 열심히 공부한 학생들의 기회를 빼았고....문죄인은 공산주의 같은 정책으로 ....집값은 너무 올라서 서민들은 이제 수도권에 집한채 장만하기 힘들고... 참... 전세계인들도 현 대한민국을 알고있나보네....,한겨레,"‘기생충’, 한국영화 최초로 아카데미 각본상 수상",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=103&oid=028&aid=0002484573
2020-02-10T11:47:01Z,각본상 준거보니 작품상은 1917 아니면 조커다,한겨레,"‘기생충’, 한국영화 최초로 아카데미 각본상 수상",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=103&oid=028&aid=0002484573
2020-02-10T11:45:32Z,보고있나 다카키 근혜년. 니가 블랙리스트로 묻으려했던 감독과 배우가 역대 최초 미국 최고권위 영화상을 수상했다.,한겨레,"‘기생충’, 한국영화 최초로 아카데미 각본상 수상",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=103&oid=028&aid=0002484573
2020-02-10T11:45:30Z,몇날을 목빠지게 기다렸는데 하필 tv조선에서 중계? 김팍새고 기분 엿같으내 ㅊㅌ 뉴스로 봐야것다,한겨레,"‘기생충’, 한국영화 최초로 아카데미 각본상 수상",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=103&oid=028&aid=0002484573
2020-02-10T11:45:07Z,멋집니다~!!!!,한겨레,"‘기생충’, 한국영화 최초로 아카데미 각본상 수상",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=103&oid=028&aid=0002484573
2020-02-10T11:44:32Z,"이작은땅덩어리에 참대단한민족이다
자랑스럽다 박수~",한겨레,"‘기생충’, 한국영화 최초로 아카데미 각본상 수상",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=103&oid=028&aid=0002484573
2020-02-10T11:44:14Z,외국에서는 상을 받기에 손색없는 픽션이 실제로 삼시세끼 처먹듯 발생하는 나라에서는 그다지 큰 고민없이 탄생할 수 있는 각본이었겠지. <U+0001F44F><U+0001F44F><U+0001F44F><U+0001F44F><U+0001F44F>,한겨레,"‘기생충’, 한국영화 최초로 아카데미 각본상 수상",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=103&oid=028&aid=0002484573
2020-02-10T11:43:25Z,"이영화를 좀불편하게 본1인으로써 정말축하합니다경축
플란다스의 개는 찐",한겨레,"‘기생충’, 한국영화 최초로 아카데미 각본상 수상",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=103&oid=028&aid=0002484573
2020-02-10T11:42:30Z,정부에 빨대 꼽은 정치시민단체 기생충들이 득실거리는 떼한민국애서 훌륭한 영화 기생충이 오스카작품상을 받는 쾌거를 이루었습니다. 축하합니다.,한겨레,"‘기생충’, 한국영화 최초로 아카데미 각본상 수상",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=103&oid=028&aid=0002484573
2020-02-10T11:41:35Z,실제 사례를 제공해주신 분께도 축하드립니다.,한겨레,"‘기생충’, 한국영화 최초로 아카데미 각본상 수상",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=103&oid=028&aid=0002484573
2020-02-10T11:41:28Z,와 한국역사를  다시쓰셨네 최초수사에 이름을 남기시고,한겨레,"‘기생충’, 한국영화 최초로 아카데미 각본상 수상",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=103&oid=028&aid=0002484573
2020-02-10T11:40:22Z,대박!! 축하드립니다~^^ 너무 자랑스럽네요~,한겨레,"‘기생충’, 한국영화 최초로 아카데미 각본상 수상",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=103&oid=028&aid=0002484573
2020-02-10T11:40:06Z,대통령이하 모든 국민들이 봉준호 감독의 노고에 감사의 말씀을 전해드립니다..,한겨레,"‘기생충’, 한국영화 최초로 아카데미 각본상 수상",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=103&oid=028&aid=0002484573
2020-02-10T11:40:05Z,"기생충 응원합니다^^
전세계적으로 한국영화를 보여줄때가 된것같아요",한겨레,"‘기생충’, 한국영화 최초로 아카데미 각본상 수상",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=103&oid=028&aid=0002484573
2020-02-10T11:39:57Z,조국 선생님 축하드립니다^^,한겨레,"‘기생충’, 한국영화 최초로 아카데미 각본상 수상",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=103&oid=028&aid=0002484573
2020-02-10T11:39:38Z,박근혜가 그렇게 실어했던 이미경부회장 있더라,한겨레,"‘기생충’, 한국영화 최초로 아카데미 각본상 수상",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=103&oid=028&aid=0002484573
2020-02-10T11:37:15Z,와 찡 했다.충무로 언급 감사하다,한겨레,"‘기생충’, 한국영화 최초로 아카데미 각본상 수상",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=103&oid=028&aid=0002484573
2020-02-10T11:28:01Z,대단하다.근데 정작 우리들은 저 영화 얼마나 보았을까..?!그리고 우리 자신들은 우리가 이렇게 커온것을 이해 못하는 수구꼴통 들은 배 아플 것이다.,한겨레,"‘기생충’, 한국영화 최초로 아카데미 각본상 수상",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=103&oid=028&aid=0002484573
2020-02-10T11:27:38Z,"각본상을 주면 작품상을 탈 가능성이 많아진다....는 말들이 있는데, 아카데미에선 [주류 메이저 영화가 아니고선] 작품상 대신 각본상으로 끝내는 경우가 더 많습니다. 제발, 공부 좀 하고 글 쓰세요. '피아노'가 그랬고, '파고'가 그랬고, '펄프 픽션'이 그랬고. Many More.

물론 이번 시상식에선 제 말이 완전히 틀리길 기원합니다.",한겨레,"‘기생충’, 한국영화 최초로 아카데미 각본상 수상",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=103&oid=028&aid=0002484573
2020-02-10T11:27:12Z,"참 한국 사람들 대단해,,,,인정",한겨레,"‘기생충’, 한국영화 최초로 아카데미 각본상 수상",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=103&oid=028&aid=0002484573
2020-02-10T11:25:41Z,"가난과 빈부격차는 공산당이 더 심하지요. 가난과 빈부격차를 인정하고 줄여나가는 운동은 민주주의, 즉 자본주의에서만 가능한 일입니다.",한겨레,"‘기생충’, 한국영화 최초로 아카데미 각본상 수상",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=103&oid=028&aid=0002484573
2020-02-10T11:24:16Z,"한번도경험하지. 못한 <U+11A2>
조국가족사기단기생충. 개봉박두<U+11A2>",한겨레,"‘기생충’, 한국영화 최초로 아카데미 각본상 수상",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=103&oid=028&aid=0002484573
2020-02-10T11:19:50Z,와~힘든 시기에 단비같은 좋은 소식입니다.  진심 축하합니다~^^,한겨레,"‘기생충’, 한국영화 최초로 아카데미 각본상 수상",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=103&oid=028&aid=0002484573
2020-02-10T11:19:49Z,멋지네요 자랑스럽습니다,한겨레,"‘기생충’, 한국영화 최초로 아카데미 각본상 수상",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=103&oid=028&aid=0002484573
2020-02-10T11:16:53Z,"한국영화의 쾌거, 영화관계자님께  경의를 표합니다.
내 살아생전  그래도  들어보네,  ㅎ  ㅎ",한겨레,"‘기생충’, 한국영화 최초로 아카데미 각본상 수상",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=103&oid=028&aid=0002484573
2020-02-10T11:14:54Z,감동없고//역겨운///이야기,한겨레,"‘기생충’, 한국영화 최초로 아카데미 각본상 수상",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=103&oid=028&aid=0002484573
2020-02-10T11:13:27Z,정말 대단하네요! 축하합니다!!,한겨레,"‘기생충’, 한국영화 최초로 아카데미 각본상 수상",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=103&oid=028&aid=0002484573
2020-02-10T11:13:27Z,자칭 보수들은 분노의 타이핑중 ㅋㅋㅋㅋㅋㅋ전세계를 좌빨로 몰수는 없고 자존심에 본인 눈깔과 생각이 틀린걸 인정은 못하겠고ㅋ 딱 편협하고 간사한 이기적인색기들이 딱저스타일 ㅎ,한겨레,"‘기생충’, 한국영화 최초로 아카데미 각본상 수상",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=103&oid=028&aid=0002484573
2020-02-10T11:13:22Z,상이 중요한게아니라 영화가 우리사회에 주는 메세지가 중요한데..빈부격차를 어떻게 극복할것인가? 등 온통 사얘기. 올림픽 매달따는거와 똑같은 반응...,한겨레,"‘기생충’, 한국영화 최초로 아카데미 각본상 수상",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=103&oid=028&aid=0002484573
2020-02-10T11:12:50Z,봉감독:  조국 끌어내리는데 일등공신♡  응원합니다 봉감독님♡,한겨레,"‘기생충’, 한국영화 최초로 아카데미 각본상 수상",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=103&oid=028&aid=0002484573
2020-02-10T11:12:43Z,대단해요 나는 안봤는데 그렇게 잘 만들어 한국인의 기백을 세계에 알리는 큰 일을 하신데 다시한번 축하드립니다,한겨레,"‘기생충’, 한국영화 최초로 아카데미 각본상 수상",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=103&oid=028&aid=0002484573
2020-02-10T11:12:18Z,"잘하고있어요.대한민국 영화인들 ~
예능인들  ~당신들이 애국자 들입니다.",한겨레,"‘기생충’, 한국영화 최초로 아카데미 각본상 수상",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=103&oid=028&aid=0002484573
2020-02-10T11:11:18Z,김구선생님께서 바라시던 문화강국 대한민국 이루는데 많은 공헌을 해주셔서 감사합니다!,한겨레,"‘기생충’, 한국영화 최초로 아카데미 각본상 수상",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=103&oid=028&aid=0002484573
2020-02-10T11:11:02Z,봉감독: 좌파에서 우파로 태세 전환하니 이런상도받네 추카추카,한겨레,"‘기생충’, 한국영화 최초로 아카데미 각본상 수상",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=103&oid=028&aid=0002484573
2020-02-10T11:10:55Z,축하드립니다,한겨레,"‘기생충’, 한국영화 최초로 아카데미 각본상 수상",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=103&oid=028&aid=0002484573
2020-02-10T11:10:40Z,나한테 돌아오는게 하나도 없는데 왜이렇게 자랑스럽지?ㅎㅎㅎ 축하 합니다~작품상 수상도 기대해 봅니다~^^,한겨레,"‘기생충’, 한국영화 최초로 아카데미 각본상 수상",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=103&oid=028&aid=0002484573
2020-02-10T11:10:31Z,축하합니다~~^^,한겨레,"‘기생충’, 한국영화 최초로 아카데미 각본상 수상",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=103&oid=028&aid=0002484573
2020-02-10T11:10:28Z,조국이 저작권 요청하면 줘야 되나 ?,한겨레,"‘기생충’, 한국영화 최초로 아카데미 각본상 수상",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=103&oid=028&aid=0002484573
2020-02-10T11:09:56Z,조국이 이기사를 싫어합니다,한겨레,"‘기생충’, 한국영화 최초로 아카데미 각본상 수상",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=103&oid=028&aid=0002484573
2020-02-10T11:09:31Z,대박...,한겨레,"‘기생충’, 한국영화 최초로 아카데미 각본상 수상",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=103&oid=028&aid=0002484573
2020-02-10T11:09:06Z,영상을 만드는 사람으로써 자긍심을 가지게 하네요. 봉감독 오래 장수하면서 좋은 영화 많이 만들길....,한겨레,"‘기생충’, 한국영화 최초로 아카데미 각본상 수상",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=103&oid=028&aid=0002484573
2020-02-10T11:09:02Z,Money power 한궈 돈많은나라,한겨레,"‘기생충’, 한국영화 최초로 아카데미 각본상 수상",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=103&oid=028&aid=0002484573
2020-02-10T11:08:59Z,와 개쩐다,한겨레,"‘기생충’, 한국영화 최초로 아카데미 각본상 수상",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=103&oid=028&aid=0002484573
2020-02-10T11:08:56Z,"브라보~~~~~
축하합니다",한겨레,"‘기생충’, 한국영화 최초로 아카데미 각본상 수상",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=103&oid=028&aid=0002484573
2020-02-10T11:08:50Z,한국영화 100년사에 한횟을 긋네요. 정말 축하 합니다,한겨레,"‘기생충’, 한국영화 최초로 아카데미 각본상 수상",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=103&oid=028&aid=0002484573
2020-02-10T11:08:48Z,이게 끝?,한겨레,"‘기생충’, 한국영화 최초로 아카데미 각본상 수상",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=103&oid=028&aid=0002484573
2020-02-10T11:08:37Z,아직 영화 못봤는데...  보고싶다. ㅋ,한겨레,"‘기생충’, 한국영화 최초로 아카데미 각본상 수상",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=103&oid=028&aid=0002484573
2020-02-10T11:08:12Z,조국만세!!!,한겨레,"‘기생충’, 한국영화 최초로 아카데미 각본상 수상",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=103&oid=028&aid=0002484573
2020-02-10T11:07:55Z,ㅊㅋㅊㅋ,한겨레,"‘기생충’, 한국영화 최초로 아카데미 각본상 수상",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=103&oid=028&aid=0002484573
2020-02-10T11:07:46Z,째든 이상받앗음 작품상을 날라갔다,한겨레,"‘기생충’, 한국영화 최초로 아카데미 각본상 수상",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=103&oid=028&aid=0002484573
2020-02-10T11:07:40Z,"작은 나라에서 아주 큰일을 하셨습니다
멋지네요",한겨레,"‘기생충’, 한국영화 최초로 아카데미 각본상 수상",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=103&oid=028&aid=0002484573
2020-02-10T11:07:26Z,대상인  작품상.각본상.감독상중  일단 하나는 쟁취 했나요......이런걸 역사의 한획 이라고 하지요...아카데미라니 ㅠ  댕큐 조국 ㅎㅎ,한겨레,"‘기생충’, 한국영화 최초로 아카데미 각본상 수상",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=103&oid=028&aid=0002484573
2020-02-10T11:06:55Z,소름돋네요,한겨레,"‘기생충’, 한국영화 최초로 아카데미 각본상 수상",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=103&oid=028&aid=0002484573
2020-02-10T11:05:46Z,작품상도 타면 좋겠다!!!,한겨레,"‘기생충’, 한국영화 최초로 아카데미 각본상 수상",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=103&oid=028&aid=0002484573
2020-02-10T11:05:43Z,아카데미에서 본상을 수상하다니...역사적인 날이다,한겨레,"‘기생충’, 한국영화 최초로 아카데미 각본상 수상",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=103&oid=028&aid=0002484573
2020-02-10T11:05:37Z,진짜재미없던데 ..이해가안가네,한겨레,"‘기생충’, 한국영화 최초로 아카데미 각본상 수상",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=103&oid=028&aid=0002484573
2020-02-10T11:04:07Z,"아, 진짜 눈물이.... 자랑스럽습니다!!!",한겨레,"‘기생충’, 한국영화 최초로 아카데미 각본상 수상",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=103&oid=028&aid=0002484573
2020-02-10T11:02:58Z,대박 축하해요!,한겨레,"‘기생충’, 한국영화 최초로 아카데미 각본상 수상",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=103&oid=028&aid=0002484573
2020-02-10T11:02:45Z,"TV조선은 언제, 어디서나 민폐짓이군요. 이 역사적인 순간의 중계권을 자기들이 왜 사?",한겨레,"‘기생충’, 한국영화 최초로 아카데미 각본상 수상",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=103&oid=028&aid=0002484573
2020-02-10T11:02:21Z,뜨내기 국뽕들은 올해 황금종려상 다시 보지않음 누적관객 다시 5만명이하로 원상복귀.헬조센징들 수준에 맞는 신파들이나 쳐보겠재,한겨레,"‘기생충’, 한국영화 최초로 아카데미 각본상 수상",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=103&oid=028&aid=0002484573
2020-02-10T11:00:06Z,영화를 스포츠경기보듯이보는 저급함들,한겨레,"‘기생충’, 한국영화 최초로 아카데미 각본상 수상",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=103&oid=028&aid=0002484573
